org,org_type,ein,name,exempt_type,match_confidence,filer_ein,filer_name,filer_name_norm,method,verified,details,date_accessed
Americans for Limited Government,4,522020468,Americans For Limited Government Research Foundation Inc,3,106.99,522020468,AMERICANS FOR LIMITED GOVERNMENT,americans limited government,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=363975580",2026-08-07
Americans for Prosperity,4,753148958,Americans For Prosperity,4,99.94,753148958,AMERICANS FOR PROSPERITY,americans prosperity,manual,1,"OpenSecrets link revealed that this was the correct EIN: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,521527294,Americans For Prosperity Foundation,3,90.59,521527294,Americans for Prosperity Foundation,americans prosperity foundation,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958
Very likely to be related to the verified match",2026-08-07
Americans for Prosperity,4,861294501,Data For American Prosperity,3,87.63,,,,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,472591254,American Foundation For Mexicos Prosperity,3,80.14,,,,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,834460278,American Serbian Association For Prosperity,3,80.14,834460278,American Serbian Association for Prosperity,american serbian association prosperity,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,471991541,Americans For Peace Prosperity And Security Inc,,70.74,471991541,AMERICANS FOR PEACE PROSPERITY AND,americans peace prosperity,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,821768427,American Muslims For Prosperity Action Fund Inc,4,68.44,,,,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,854215461,Congolese American Women For Peace Justice And Prosperity,3,63.78,,,,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,231352012,American Institute For Chartered Property Casualty Underwriters,3,59.49,231352012,AMERICAN INSTITUTE FOR CHARTERED PROPERTY,american institute chartered property,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Prosperity,4,820599085,American Council For The Preservation Of Cultural Property,4,55.44,820599085,AMERICAN COUNCIL FOR THE PRESERVATION OF CULTURAL PROPERTY,american council preservation cultural property,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=753148958",2026-08-07
Americans for Responsible Leadership,4,452841608,Americans For Responsible Leadership,4,139.50,,,,manual,1,"OpenSecrets link revealed a match, but the org stopped running too long ago for our database to have it:
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=452841608",2026-08-07
Americans For Tax Reform,4,521403587,Americans For Tax Reform,4,142.20,521403587,Americans for Tax Reform,americans tax reform,auto - reviewed,1,"Exact matches across the board, and only unique match identified.",2026-08-07
Americans for Tax Reform,4,521403587,Americans For Tax Reform,4,142.20,521403587,Americans for Tax Reform,americans tax reform,auto - reviewed,0,Seems to be a duplicate of the verified match.,2026-08-07
Americans United 4 Life Action,4,,,,,363906065,Americans United for Life Inc,americans united life,manual,1,"OpenSecrets link revealed that this was the correct EIN: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=363906065",2026-08-07
Americas Majority,4,223947727,Americas Majority Foundation,3,100.28,223947727,AMERICAS MAJORITY FOUNDATION,americas majority foundation,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority Action"". For that reason, these cannot be verified.",2026-08-07
Americas Majority,4,263594713,American Majority Action,4,97.02,263594713,AMERICAN MAJORITY ACTION,american majority action,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority"". For that reason, these cannot be verified.",2026-08-07
Americas Majority,4,261501154,American Majority Inc,3,97.02,261501154,AMERICAN MAJORITY INC,american majority,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority"". For that reason, these cannot be verified.",2026-08-07
Americas Majority,4,463374978,Iranian American Majority Inc,3,87.95,,,,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority"". For that reason, these cannot be verified.",2026-08-07
Americas Majority,4,991007610,Minority Majority Of America,4,87.53,,,,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority"". For that reason, these cannot be verified.",2026-08-07
Americas Majority,4,934221178,Committee Of The American Majority Inc,,74.09,934221178,Committee of the American Majority,committee american majority,manual,0,"This spelling didn't yield any results with an exact match. The closest match is ""American Majority, Inc"" which is a 501c3, or the already verified ""American Majority"". For that reason, these cannot be verified.",2026-08-07
Animal Wellness Action,4,825477192,Animal Wellness Action,4,125.80,825477192,ANIMAL WELLNESS ACTION,animal wellness action,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-07
Arizona Credit Union League,6,,,,,,,,manual,0,"OpenSecret's link points to an EIN that doesn't return any exact matches across the IRS, ProPublica, or our database:
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=860105741
However, the NonProfit Explorer does include some filings that reference this EIN as a trade association:
https://projects.propublica.org/nonprofits/full_text_search?q=860105741",2026-08-07
Arkansans for Common Sense,4,,,,,,,,manual,0,"The OpenSecrets link pointed to an EIN that cannot be found anywhere in the IRS, Nonprofit Explorer, or in our database:
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=272075668",2026-08-07
Asian Pacific Islander Political Alliance,4,,,,,,,,auto,0,"Required a google search for ""Asian Pacific Islander Political Alliance EIN"". This pointed to a Nonprofit Explorer link that seems to have have a mispelling:
https://projects.propublica.org/nonprofits/organizations/850685612
However, even though that EIN does exist in the IRS990 search, it is likely too old to exist in our databse.",2026-08-07
Associated Builders & Contractors,6,520579380,Associated Builders & Contractors Inc,6,90.38,520579380,ASSOCIATED BUILDERS AND CONTRACTORS INC,associated builders contractors,manual,1,"OpenSecrets link revealed that this was the correct EIN: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,860763845,Associated Builders & Contractors Inc,6,89.18,860763845,ABA ARIZONA BUILDERS' ALLIANCE,aba arizona builders alliance,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,680203295,Community Home Builders Associates,3,85.82,680203295,COMMUNITY HOME BUILDERS AND ASSOCIATES,community home builders associates,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,481086925,Harvey County Builders & Associates,6,85.82,,,,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,391158527,Associated Builders & Contractors Inc,6,85.72,391158527,ASSOCIATED BUILDERS & CONTRACTORS OF,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,540836531,Associated Builders & Contractors Inc,6,85.72,540836531,ASSOCIATED BUILDERS & CONTRACTORS,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,510101354,Associated Builders & Contractors Inc,6,85.72,510101354,ASSOCIATED BUILDERS AND CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,990272037,Associated Builders & Contractors Inc,6,85.72,990272037,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,920163014,Associated Builders & Contractors Inc,6,85.72,920163014,Associated Builders &,associated builders,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,550677947,Associated Builders And Contractors,6,85.72,550677947,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,336227695,Associated Builders & Contractors Inc,6,83.88,336227695,ABC OF SOUTHERN CALIFORNIA BENEFIT,abc southern california benefit,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,237298705,Associated Builders & Contractors Inc,6,83.88,237298705,ASSOC BUILDERS & CONTRACTORS OF,assoc builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,386087670,Associated Builders & Contractors Inc,6,83.88,386087670,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,620850294,Associated Builders & Contractors Inc,6,83.88,620850294,GREATER TENNESSEE CHAPTER ASSOCIATED,greater tennessee chapter associated,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,520786957,Associated Builders & Contractors Inc,6,83.88,520786957,BALTIMORE METROPOLITAN CHAPTER OF ABC,baltimore metropolitan chapter abc,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,310840204,Associated Builders & Contractors Inc,6,83.88,310840204,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,521470623,Associated Builders & Contractors Inc,3,83.88,521470623,MARYLAND ASSOCIATION OF COMMUNITY ACTION AGENCIES,maryland association community action agencies,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,953000378,Associated Builders & Contractors Inc,6,83.88,953000378,ASSOCIATED BUILDERS AND CONTRACTORS,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,237361434,Associated Builders & Contractors Inc,6,83.88,237361434,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,520810991,Associated Builders & Contractors Inc,6,83.88,520810991,ASSOCIATED BUILDERS & CONTRACTORS,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,454465356,Associated Builders & Contractors Inc,6,83.88,454465356,Associated Builders & Contractors -,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,381803328,Associated Builders & Contractors Inc,6,83.88,381803328,Associated Builders & Contractors of MI,associated builders contractors mi,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,760238139,Associated Builders & Contractors Inc,6,83.88,760238139,Associated Builders & Contractors Inc,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,840681306,Associated Builders & Contractors Inc,6,83.88,840681306,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated Builders & Contractors,6,770497495,Associated Builders & Contractors Inc,6,83.88,770497495,ASSOCIATED BUILDERS & CONTRACTORS INC,associated builders contractors,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=520579380",2026-08-07
Associated General Contractors,6,360852545,Chicagoland Associated General Contractors,6,136.92,360852545,CHICAGOLAND ASSOCIATED GENERAL,chicagoland associated general,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,620296285,Associated General Contractors,6,134.30,620296285,MISSISSIPPI VALLEY FLOOD CONTROL,mississippi valley flood control,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,530029260,Associated General Contractors Of America,6,125.20,530029260,ASSOCIATED GENERAL CONTRACTORS OF AMERICA INC,associated general contractors america,manual,1,"The only exact wording for this org, that doesn't then include a chapter on the filing, is on the auto-revocation list (of course, we can't tell if that org would also be a chapter, but if it was, then there are even less matches).
Googling online and in the Nonprofit explorer also points to similarly named orgs, or chapter specific orgs.
The data on the Nonprofit Explorer seems to point to this being the correct entity.",2026-08-07
Associated General Contractors,6,910911236,Associated General Contractors Of Washington,6,125.20,910911236,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,430646260,Associated General Contractors Of Missouri,6,125.20,430646260,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,720395279,Louisiana Associated General Contractors Inc,6,125.20,720395279,LOUISIANA ASSOCIATED GENERAL,louisiana associated general,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,10275734,Associated General Contractors Of Maine,6,125.20,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,420121190,Associated General Contractors Of Iowa,6,125.20,420121190,ASSOCIATED GENERAL CONTRACTORS OF IOWA,associated general contractors iowa,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,370343360,Associated General Contractors Of Illinois,6,125.20,370343360,THE ASSOCIATED GENERAL CONTRACTORS,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,362244731,Fox Valley Associated General Contractors,6,125.20,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,742930055,El Paso Chapter Associated General Contractors Incorporated,6,116.10,742930055,EL PASO CHAPTER ASSOCIATED GENERAL,el paso chapter associated general,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,952575486,Associated General Contractors Of California Inc,6,115.33,952575486,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,580144470,Associated General Contractors Of Georgia Inc,6,115.33,580144470,ASSOCIATED GENERAL CONTRACTORS OF GEORGIA,associated general contractors georgia,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,480506117,Associated General Contractors Of Kansas Inc,6,115.33,480506117,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,410132580,Associated General Contractors Of Minnesota Inc,6,115.33,410132580,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,540127639,Associated General Contractors Of Virginia Inc,6,115.33,540127639,ASSOC GENERAL CONTRACTORS OF VA INC,assoc general contractors va,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,41045805,Associated General Contractors Of Massachusetts Inc,6,115.33,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,920014686,Associated General Contractors Of America Inc,6,115.33,920014686,Associated General Contractors of Alaska,associated general contractors alaska,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,344442062,Associated General Contractors Of Northwest Ohio,6,115.33,344442062,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,450229993,Associated General Contractors Of North Dakota,6,115.33,450229993,ASSOCIATED GENERAL CONTRACTORS OF,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,350906766,Associated General Contractors Of Indiana Inc,6,115.33,350906766,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,30211089,Associated General Contractors Of Vermont Inc,6,115.33,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,640324725,Associated General Contractors Of Miss Inc,6,115.33,640324725,ASSOCIATED GENERAL CONTRACTORS,associated general contractors,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,56015385,Associated General Contractors Of America Inc,6,115.33,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Associated General Contractors,6,60620474,Associated General Contractors Of Connecticut Incorporated,6,115.33,,,,manual,0,Identified a verified match. See match for reason it was selected.,2026-08-07
Association of Community Orgs For Reform Now,4,,,,,,,,auto - reviewed,0,Not found in ProPublica's NonProfit Explorer search method. Could not find a similarly named organization in our database.,2026-08-07
Association of Equipment Manufacturers,6,311796607,Association Of Equipment Manufacturers,6,140.54,311796607,ASSOCIATION OF EQUIPMENT MANUFACTURERS,association equipment manufacturers,auto - reviewed,1,Exact matches across the board.,2026-08-07
Association of Equipment Manufacturers,6,880468000,Association Of Gaming Equipment Manufacturers,6,128.51,880468000,ASSOCIATION OF GAMING EQUIPMENT,association gaming equipment,auto - reviewed,0,Wrong org type; and already identified verified match.,2026-08-07
Association of Equipment Manufacturers,6,362682080,Association Of Vacuum Equipment Manufacturers,6,128.51,362682080,ASSOCIATION OF VACUUM EQUIPMENT,association vacuum equipment,auto - reviewed,0,Wrong org type; and already identified verified match.,2026-08-07
Association of Equipment Manufacturers,6,740490861,Association Of Well Head Equipment Manufacturers,6,118.38,,,,auto - reviewed,0,Wrong org type; and already identified verified match.,2026-08-07
Association of Equipment Manufacturers,6,366082586,North American Association Of Food Equipment Manufacturers,6,109.74,366082586,NORTH AMERICAN ASSOCIATION OF FOOD,north american association food,auto - reviewed,0,Wrong org type; and already identified verified match.,2026-08-07
Association of Trial Lawyers of America,6,,,,,,,,auto - reviewed,0,Not found in ProPublica's NonProfit Explorer search method. Could not find a similarly named organization in our database.,2026-08-07
Avaaz Foundation,4,205050267,Avaaz Foundation,4,127.75,205050267,AVAAZ FOUNDATION,avaaz foundation,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-07
Be Counted,4,471645393,Be Counted Inc,4,74.49,471645393,BE COUNTED INC,be counted,auto - reviewed,1,"Near e  Given that OpenSecrets indicates that it is a 501c4, it is highly likely that this is a match.xact matches across the board.",2026-08-07
Be Counted,4,844268454,Be Counted Foundation,3,74.49,,,,auto - reviewed,0,Already idenfitied verified match.,2026-08-07
Be Counted,4,912146692,Be Counted For Inc,3,67.51,912146692,BE COUNTED FOR INC,be counted,auto - reviewed,0,Already idenfitied verified match.,2026-08-07
Be Counted,4,993767686,Be Well Waupaca County,3,59.81,,,,auto - reviewed,0,Already idenfitied verified match.,2026-08-07
Be Counted,4,880557046,Stand Up And Be Counted Inc,3,56.87,,,,auto - reviewed,0,Already idenfitied verified match.,2026-08-07
Be Counted,4,263004497,American Federation Of State County & Municipal Employees,5,10.35,,,,auto - reviewed,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,231445884,Belco Community Credit Union,14,114.57,231445884,BELCO COMMUNITY CREDIT UNION,belco community credit union,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,251017328,New Castle Bellco Federal Credit Union,1,105.42,,,,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,251045417,R-s Bellco Federal Credit Union,1,105.42,,,,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,480572498,Bell Credit Union,14,71.35,480572498,BELL CREDIT UNION,bell credit union,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,370459120,Peoria Bell Credit Union,14,64.47,370459120,PEORIA BELL CREDIT UNION,peoria bell credit union,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,370842931,Bell Community Credit Union,14,64.47,,,,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,376036841,Danville Bell Credit Union,,64.47,,,,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,361695055,Rockford Bell Credit Union,14,64.47,361695055,ROCKFORD BELL CREDIT UNION,rockford bell credit union,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,370818477,Quincy Bell Credit Union,14,64.47,,,,manual,0,Already idenfitied verified match.,2026-08-07
Bellco Credit Union,,840146595,Credit Unions Chartered In The State Of Colorado,14,36.93,840146595,BELLCO CREDIT UNION,bellco credit union,manual,1,"A google search for ""Bellco Credit Union EIN"" returned this link with and EIN: https://impala.digital/public/profiles/84-0146595/programs
This EIN matched an org in the IRS990 serach, Nonprofit explorer, and our database.
This EIN matched the name and org type correctly.",2026-08-07
Bellco Credit Union,,381285928,Credit Unions Chartered In The State Of Michigan,14,18.12,381285928,CREDIT UNIONS CHARTERED IN THE STATE OF MICHIGAN,credit unions chartered in state michigan,manual,0,Already idenfitied verified match.,2026-08-07
Bend The Arc Jewish Action,4,460539726,Bend The Arc Jewish Action Inc,4,162.67,460539726,BEND THE ARC JEWISH ACTION INC,bend arc jewish action,auto - reviewed,1,Exact matches across the board.,2026-08-07
Bend the Arc Jewish Action,4,460539726,Bend The Arc Jewish Action Inc,4,162.79,460539726,BEND THE ARC JEWISH ACTION INC,bend arc jewish action,auto - reviewed,0,Wrong org type; Very likely related to verified match,2026-08-07
Big Sky 55+,4,,,,,824712803,BIG SKY FIFTY FIVE PLUS,big sky fifty five plus,manual,0,"Google search for ""Big Sky 55 ein"" revealed that the name of the org was completely spelled out. This new EIN is found in our database.",2026-08-07
Big Tent Project Fund,4,844700775,Big Tent Project Fund,4,152.25,844700775,BIG TENT PROJECT FUND,big tent project fund,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-07
Black Economic Alliance,4,824578595,Black Economic Alliance,4,120.78,824578595,BLACK ECONOMIC ALLIANCE,black economic alliance,auto - reviewed,1,Exact matches across the board,2026-08-07
Black Economic Alliance,4,833790370,Black Economic Alliance Foundation,3,109.47,833790370,BLACK ECONOMIC ALLIANCE FOUNDATION,black economic alliance foundation,auto - reviewed,0,Wrong org type; Very likely related to verified match,2026-08-07
Black Economic Alliance,4,934884100,Birmingham Black Economic Alliance,3,109.47,,,,auto - reviewed,0,Wrong org type and name is too different,2026-08-07
Black Economic Alliance Fund,4,,,,,,,,manual,0,"Not found in ProPublica's NonProfit Explorer search method. This name matches with org that has the ein ""82-4590454"". However, when search for this ein across the IRS990 search and the Nonprofit Explorer, it doesn't come up as a valid org.
It is likely that it is a PAC, given that it is mentioned as a ""political committee"" in a sechdule R:
https://projects.propublica.org/nonprofits/full_text_search?q=82-4590454",2026-08-07
Black Progressive Action Coalition,4,821514760,Black Progressive Action Coalition,4,161.02,821514760,BLACK PROGRESSIVE ACTION COALITION,black progressive action coalition,auto - reviewed,1,Exact name match across ProPublica and our database. Additionally org type matches as well. Very likely that the other match is a related 501c3.,2026-08-06
Black Progressive Action Coalition,4,882674250,Black Progressive Action Coalition Education Fund,3,135.63,882674250,BLACK PROGRESSIVE ACTION COALITION EDUCATION FUND,black progressive action coalition education fund,auto - reviewed,0,Wrong org type; Very likely related to verified match,2026-08-06
Black Voters Matter Fund,4,813625061,Black Voters Matter Fund Inc,4,148.93,813625061,Black Voters Matter Fund Inc,black voters matter fund,manual,1,"Was able to confirm its ein at this link: https://projects.propublica.org/nonprofits/organizations/823835203/202411389349301416/IRS990ScheduleR
This was a search result within the Nonprofit Explorer here:
https://projects.propublica.org/nonprofits/full_text_search?q=Black+Voters+Matter+Fund",2026-08-07
Black Youth Project 100,4,474435527,Black Youth Project 100 Nfp,4,138.69,474435527,Black Youth Project 100 NFP,black youth project 100 nfp,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
BlueGreen Alliance,4,203477309,Bluegreen Alliance Foundation,3,131.03,203477309,BlueGreen Alliance Foundation,bluegreen alliance foundation,manual,0,"OpenSecrets link revealed that this was the incorrect EIN/match: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264086284",2026-08-07
BlueGreen Alliance,4,264086284,Bluegreen Alliance Inc,4,131.03,264086284,BlueGreen Alliance Inc,bluegreen alliance,manual,1,"OpenSecrets link revealed that this was the correct EIN: 
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264086284",2026-08-07
Boricua Vota,4,812639254,Boricua Vota,4,162.71,812639254,BORICUA VOTA,boricua vota,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-07
Brighter Future Alliance,4,455076442,Brighter Future Alliance,4,130.67,455076442,Brighter Future Alliance,brighter future alliance,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
Brighter Future Alliance,4,331481747,Bright Future Alliances,3,108.49,,,,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
Brighter Future Alliance,4,994570874,Bright Futures Alliance,3,105.49,,,,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
Brighter Future Alliance,4,992971194,Bright Futures Alliance Inc,3,95.62,,,,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
Brighter Future Alliance,4,464283998,Alliance For A Bright Future Inc,3,86.03,464283998,ALLIANCE FOR A BRIGHT FUTURE INC,alliance bright future,auto - reviewed,1,"Near exact matches across the board, and only match identified.",2026-08-07
