org,org_type,ein,name,exempt_type,match_confidence,filer_ein,filer_name,filer_name_norm,method,verified,details,date_accessed
215 People's Alliance,4,813511044,215 Peoples Alliance,4,144.59,813511044,215 Peoples Alliance,215 peoples alliance,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
350.org Action Fund,4,261181604,350 Org Action Fund,4,173.65,261181604,350ORG ACTION FUND,350org action fund,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
45 Cmte,4,,,,,,,,manual,1,"Although not found in ProPublica's NonProfit Explorer search method, the associated OpenSecret link revealed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=473803487

This EIN does map to a group in our database, the IRS990 search, and in the NonProfit Explorer: https://projects.propublica.org/nonprofits/organizations/473803487",2026-08-06
60 Plus Assn,4,911660549,Vancouver Metro Senior 60 Plus Softball Association,3,26.95,,,,manual,0,The OpenSecret link below reveals a different EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=541564919,2026-08-06
60 Plus Assn,,,,,,541564919,THE 60 PLUS ASSOCIATION INC,60 plus association,manual,1,"The OpenSecret link below revealed this EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=541564919
Additionally, this ein returns a result in IRS990 search, and the NonProfit Explorer: https://projects.propublica.org/nonprofits/organizations/541564919
",2026-08-06
A Better America Now,4,,,,,,,,manual,1,"Not found in ProPublica's NonProfit Explorer search method, or in our database, even with the EIN provided in the link below. OpenSecret indicated it was a 501c4, but it's possible that it was too old for the records to be obtained.
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=452441810

However, a result is returned in the IRS990 search for that EIN, but it only includes determination letters.",2026-08-06
A Stronger Louisiana,4,844281129,A Stronger Louisiana,4,127.24,844281129,A STRONGER LOUISIANA,stronger louisiana,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
AARP,4,951985500,Aarp,4,68.69,951985500,AARP,aarp,manual,1,"Ultimately, this is a more exact match than the other potential match, which is why this one was selected",2026-08-08
AARP,4,237377940,Aarp,4,64.22,237377940,AARP - Chapters Group Return,aarp chapters group return,manual,0,"Although this could be a reasonable match, it doesn't match as closely as the verified match",2026-08-08
AARP,4,330016294,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,996015771,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,486130012,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237182455,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237060613,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237205398,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237247755,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237247774,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,316077328,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237328170,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237269051,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237267679,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237275540,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237279976,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237278539,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237304786,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,646037743,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237359243,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237067800,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237404730,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237383653,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237379056,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
AARP,4,237377891,Aarp,4,64.22,,,,manual,0,Identified a better match,2026-08-08
Action for a Progressive Future,4,272301175,Action For A Progressive Future,4,160.57,272301175,Action For A Progressive Future,action progressive future,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
Advance North Carolina,4,472740671,Advance North Carolina Inc,4,117.91,472740671,ADVANCE NORTH CAROLINA INC,advance north carolina,manual,1,Exact matches across the board. Very likely related to the matched 501c3.,2026-08-06
Advance North Carolina,4,561275391,North Carolina Advanced Energy Corporation,3,101.13,561275391,NORTH CAROLINA ADVANCED ENERGY,north carolina advanced energy,manual,0,"Not the right org type, but very likely related to the verified org.",2026-08-06
Advance North Carolina,4,561152564,Ancient Free & Accepted Masons Of North Carolina,10,26.20,,,,manual,0,No matches anywhere.,2026-08-06
Advancing Arizona,4,263630675,Arizona Businesses Advancing Sustainability Inc,6,88.73,,,,manual,0,,2026-08-06
Advancing Arizona,4,,,,,834665335,ADVANCING AZ,advancing az,manual,1,"Original search string not found in IRS990 search, NonProfit Explorer, or our database. The OpenSecrets table didn't include a hyperlink. 
However, a google search for that search string revealed their website that indicated they were a tax-exempt org:
https://www.advancingaz.org/home-az
And a further search revealed their EIN:
https://www.influencewatch.org/non-profit/advancing-az/",2026-08-06
Advancing Wisconsin,4,,,,,,,,manual,0,"Not found in ProPublica's NonProfit Explorer search method.
Although the OpenSecrets table included a link, the EIN was not found either:
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=800085628
OpenSecret data at that link suggests that the org was likely too old for our database.",2026-08-06
Alianza for Progress,4,825519787,Alianza For Progress Inc,4,130.78,825519787,Alianza For progress inc,alianza progress,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
All in for Utah,4,922235061,All In For Utah,4,127.05,922235061,All In For Utah,all in utah,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
All in for Utah,4,394729717,All In For Utah Foundation,3,116.18,,,,auto - reviewed,0,Wrong org type; Very likely related to verified,2026-08-06
Alliance for a Better Minnesota,4,260317208,Alliance For A Better Minnesota,4,146.84,260317208,Alliance for a Better Minnesota,alliance better minnesota,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
Alliance for a Free Society,6,471391635,Alliance For A Free Society Inc,6,113.57,471391635,ALLIANCE FOR A FREE SOCIETY INC,alliance free society,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
Alliance for America's Future,4,,,,,271937961,ONE NATION,one nation,manual,1,Not found in ProPublica's NonProfit Explorer search method because it goes by a different name. The OpenSecret link revealed its EIN which was a match in our database: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=271937961,2026-08-06
Alliance for Retired Americans,4,851497232,Alliance For Retired Americans,3,122.70,,,,manual,0,"Although not in top three results, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805",2026-08-06
Alliance for Retired Americans,4,202614511,Alliance For Retired Americans,3,120.25,,,,manual,0,"Although not in top three results, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805",2026-08-06
Alliance for Retired Americans,4,10705450,Alliance For Retired Americans,3,120.25,,,,manual,0,"Although not in top three results, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805",2026-08-06
Alliance for Retired Americans,4,522377762,Alliance For Retired Americans,3,120.25,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,510528643,Alliance For Retired Americans,3,120.25,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,522277805,Alliance For Retired Americans,4,118.95,522277805,ALLIANCE FOR RETIRED AMERICANS,alliance retired americans,manual,1,"Although not in top three results, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805",2026-08-06
Alliance for Retired Americans,4,203253963,Alliance For Retired Americans,3,118.42,203253963,CARA EDUCATION FUND,cara education fund,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,990317822,Alliance For Retired Americans,3,117.51,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,272143744,Alliance For Retired Americans,4,117.00,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,261413960,Alliance For Retired Americans,4,114.00,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,731660312,Alliance For Retired Americans Nevada Alliance For Retired Americ,4,113.92,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,272479038,Alliance For Retired Americans,3,113.29,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,260502790,Alliance For Retired Americans,3,113.29,260502790,Wisconsin Alliance for Retired Americans Inc Education Fund,wisconsin alliance retired americans education fund,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,201790506,California Alliance For Retired Americans,4,108.78,201790506,CALIFORNIA ALLIANCE FOR,california alliance,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,371767607,Illinois Alliance For Retired Americans,4,108.78,371767607,Illinois Alliance for Retired Americans,illinois alliance retired americans,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,200648869,Arizona Alliance For Retired Americans,4,108.78,200648869,ARIZONA ALLIANCE FOR RETIRED AMERICANS,arizona alliance retired americans,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,823053123,Alaska Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,262574350,Iowa Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,834328606,Kentucky Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,300718335,Maine Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,471213627,Massachusetts Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,452717273,Michigan Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,832005065,Mississippi Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,800820040,Montana Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Retired Americans,4,571169373,Pennsylvania Alliance For Retired Americans,4,108.78,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=522277805,2026-08-06
Alliance for Youth Action,4,462914731,Alliance For Youth Action,4,116.32,462914731,ALLIANCE FOR YOUTH ACTION,alliance youth action,auto - reviewed,1,"Exact matches across the board, and only match identified.",2026-08-06
Alzheimer's Assn,4,,,,,,,,auto,0,Not found in ProPublica's NonProfit Explorer search method.,2026-08-06
America First Policies,4,,,,,815137380,AMERICA FIRST WORKS INC,america first works,manual,1,"Although not found in ProPublica's NonProfit Explorer search method, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=815137380",2026-08-06
America Inc,4,844275594,Americans For America Inc,4,47.82,844275594,AMERICANS FOR AMERICA Inc,americans america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,113654360,Americans United For America Inc,3,43.73,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,833979648,American Cancer Foundation Of America Inc,3,43.13,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,570832661,Athletes Of America Helping Americans Inc,3,40.29,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,275559192,American Hairless Terrier Club Of America Inc,3,39.98,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,273352652,America Inc,4,38.08,273352652,AMERICA INC,america,manual,1,"Although not included in top 3 results, the OpenSecrets link confirmed the EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652",2026-08-06
America Inc,4,581333760,American International Schools In The Americas Inc,3,37.35,581333760,AMERICAN INTERNATIONAL SCHOOLS IN,american international schools in,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,842601503,Glyndebourne America Inc,3,35.03,842601503,GLYNDEBOURNE AMERICA INC CO THE LAW OFFICES OF RICHARD M BLOCK,glyndebourne america co law offices richard m block,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,453694925,America Cup Inc,3,35.03,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,812929803,Ivoice America Inc,3,35.03,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,922963159,Uncensored America Inc,3,35.03,922963159,UNCENSORED AMERICA INC,uncensored america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,274022193,Winning America Inc,3,35.03,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,621830203,Mid-america Chapter Of The American Concrete Institute Inc,3,34.89,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,237104567,American Society Of Travel Agents Inc Mid-america Chapter,,34.89,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,42296967,Scholarship America Inc,3,34.14,,,,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,208497991,Grameen America Inc,3,34.14,208497991,GRAMEEN AMERICA INC,grameen america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,331273009,Forward America Inc,4,34.14,331273009,FORWARD AMERICA INC,forward america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,522302253,Mag America Inc,3,34.14,522302253,MAG AMERICA INC,mag america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,237069110,Oxfam-america Inc,3,34.14,237069110,OXFAM-AMERICA INC,oxfam america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,932830316,Rewiring America Inc,3,34.14,932830316,REWIRING AMERICA,rewiring america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,263383926,America Gives Inc,3,34.14,263383926,AMERICA GIVES INC,america gives,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,821106814,Unite America Inc,4,34.14,821106814,UNITE AMERICA INC,unite america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,300181674,Wateraid America Inc,3,34.14,300181674,WATERAID AMERICA INC,wateraid america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,273238471,America Achieves Inc,3,34.14,273238471,AMERICA ACHIEVES INC,america achieves,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America Inc,4,205355252,Environment America Inc,4,34.14,205355252,ENVIRONMENT AMERICA INC,environment america,manual,0, OpenSecrets link confirmed the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=273352652,2026-08-06
America is not Stupid,4,,,,,,,,manual,1,"Not found in ProPublica's NonProfit Explorer search method.
Although OpenSecrets link included an EIN, it did not exist in our database, and the IRS990 search only includes a single 990-N postcard from 2011.
https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=452442108
The org is too old",2026-08-06
America Next,4,463681383,America Next Inc,4,76.69,463681383,AMERICA NEXT,america next,manual,1,OpenSecrets link confirmed the that this was the correct EIN: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,474372890,Our Next America,,76.69,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,843367628,Next American Generation Foundation,3,66.13,843367628,NEXT AMERICAN GENERATION FOUNDATION,next american generation foundation,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,831253135,Taiwanese American Next Generation Assoc,3,63.04,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,274509883,Next Great American Poet- Incorporated,3,60.47,274509883,THE NEXT GREAT AMERICAN POET,next great american poet,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,844692676,Guiding Americas Next Generation --gang,3,60.47,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,10934439,Teach And Educate America For The Next Millenium,3,50.58,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,813753463,Korean American Next Generation Foundation Aka Kang Foundation,3,48.12,813753463,KOREAN AMERICAN NEXT GENERATION,korean american next generation,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,853120513,American Council Of The Blind Next Generation Inc,3,48.12,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,851300811,American Youth Football Inc,3,18.02,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,874804639,American Youth Football Inc,3,15.82,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,821149603,Americans For Constitutional Education,3,15.01,821149603,AMERICANS FOR CONSTITUTIONAL EDUCATION,americans constitutional education,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Next,4,831746990,Housing Advancement And Affordability For American Communi,3,14.91,,,,manual,0,OpenSecrets link confirmed the that this was the wrong EIN/Match: https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=463681383,2026-08-06
America Votes,4,264568349,America Votes,4,90.08,264568349,America Votes,america votes,manual,1,OpenSecrets link confirmed the that this was the correct EIN:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,851071612,America Votes Foundation,3,80.77,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,921602494,America Votes Education Fund,3,73.21,921602494,America Votes Education Fund,america votes education fund,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,991165384,Vote For America,3,67.10,991165384,Vote for America,vote america,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,853498373,American Voters Alliance,4,66.11,853498373,AMERICAN VOTERS' ALLIANCE,american voters alliance,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,393959875,Voiceless Voters Of America,3,63.30,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,922979246,Vote Save America Action,4,60.82,922979246,VOTE SAVE AMERICA ACTION,vote save america action,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,270602729,League Of American Voters,,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,921195662,Pakistani American Voters Association,3,59.92,921195662,PAKISTANI AMERICAN VOTERS,pakistani american voters,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,263779072,New American Voters Association,3,59.92,263779072,NEW AMERICAN VOTERS ASSOCIATION,new american voters association,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,815419127,American Voter Project Inc,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,931728834,Arab American Voter Project,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,912152547,Asian American Voter Project,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,933013233,Muslim American Voter Engagement,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,954802136,American Voter Education Fund,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,920842627,Asian American Voters Alliance,3,59.92,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,842048785,All Americans Vote,3,59.65,842048785,All Americans Vote,all americans vote,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,864004889,American Vote Initiative Inc,3,57.44,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,942502267,Chinese American Voters Education Committee,3,54.79,942502267,CHINESE AMERICAN VOTERS EDUCATION,chinese american voters education,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,934876814,Vietnamese-american Voters Association Inc,3,54.79,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,853864827,Plus 1 Vote America Inc,3,54.17,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,993929463,Voters For The American Center Inc,,50.47,993929463,VOTERS FOR THE AMERICAN CENTER INC,voters american center,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,811526344,League Of Chinese American Voters Inc,3,50.47,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
America Votes,4,113457793,Russian American Voters Educational League Inc,3,50.47,,,,manual,0,OpenSecrets link confirmed the that this was the incorrect EIN/match:  https://www.opensecrets.org/outside-spending/political-nonprofits/summary?id=264568349,2026-08-06
